idPNMain,PNG,Name,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,LABEL
10912,026.9-17.7,Kn J1945.0-1307,45:04.9,-13:07:45.01,296.27042,-13.12917, Possible PN
10914,078.3+14.0,Kn J1924.6+4628,24:39.2,28:42.0,291.16333,46.47833, Possible PN
10915,071.2+18.1,KnPa J1848.6+4151,48:38.5,51:01.0,282.16043,41.85028, Possible PN
10919,089.3+12.8,Pa 4,02:27.4,33:41.0,300.61396,55.56139, True PN
10920,041.4-09.6,Pa 13,41:21.0,07:17.9,295.33763,3.12164, True PN
10923,045.1-20.9,DSH J2027.7+0042,27:43.8,42:42.3,306.93267,0.71175, Possible PN
10924,336.3+21.4,Pa J1519.5-3138,19:34.5,-31:37:59.99,229.89375,-31.63333, Possible PN
10926,096.7+19.3,Pa J1940.9+6445,40:55.5,45:30.0,295.23126,64.75833, Possible PN
10928,075.0+05.6,Pa 14,56:51.5,43:10.0,299.21457,39.71944, True PN
10934,076.6+05.7,DSH J2000.7+4109,00:41.7,09:28.0,300.17374,41.15778, Possible PN
10941,079.5-03.8,Ri 2,50:02.8,53:15.7,312.51181,37.88769, True PN
10946,073.4-09.4,Te 9,52:30.3,40:26.0,313.12633,29.67389, Possible PN
10956,120.4-01.3,Ou 2,30:56.7,24:34.3,7.73642,61.40953, True PN
10957,059.2+01.0,Ou 3,38:17.5,45:48.7,294.57308,23.76353, True PN
10959,094.5-00.8a,LDu 1,36:05.8,54:09.3,324.024,50.90258, True PN
10960,079.8-10.2,Alves 1,15:06.6,58:18.0,318.7775,33.97167, True PN
10969,202.9+07.4,Kn 60,00:06.6,14:41.3,105.02763,12.24481, True PN
10970,305.1+17.1,ETHOS 3,03:40.8,-45:37:22.40,195.92,-45.62289, True PN
10971,101.9+17.0,ETHOS 4,23:37.4,07:13.8,305.90601,68.1205, True PN
10979,024.8-01.4,Sab 8,41:46.2,-07:51:29.52,280.44238,-7.8582, True PN
11092,263.7-00.7,PHR J0844-4407,44:59.5,-44:07:12.72,131.248,-44.1202, Likely PN
11176,303.1-00.9,PHR1253-6350,53:07.3,-63:50:31.88,193.28023,-63.84219, Possible PN
11182,307.3-09.6,PHR J1348-7159,48:16.8,-71:59:59.5,207.07,-71.99986, Possible PN
11211,336.0-00.4,PHR1633-4831,33:26.2,-48:31:59.52,248.35899,-48.5332, Possible PN
11236,345.7-03.1,PHR1720-4235,20:01.7,-42:35:34.44,260.00699,-42.5929, Possible PN
11240,002.3+06.5a,PHR J1726-2326,26:36.5,-23:26:38.9,261.65196,-23.44414, True PN
11244,015.6+09.6,PHR J1744-1038,44:38.3,-10:38:37.00,266.15979,-10.64361, True PN
11248,008.7+04.9,PHR J1746-1855,46:58.8,-18:56:01.3,266.74517,-18.93369, True PN
11253,004.6+01.6,PHR1750-2406,50:09.0,-24:06:15.62,267.53744,-24.10434, True PN
11283,020.9+00.8,PHR1826-1013,26:19.2,-10:13:22.08,276.57999,-10.2228, Likely PN
11309,356.6+01.7,IRAS 17272-3047,30:30.0,-30:49:36.12,262.625,-30.8267, Possible PN
11341,007.4-01.8,PPA1809-2327,09:21.8,-23:27:52.92,272.341,-23.4647, Possible PN
11517,137.2-02.1,IRAS 02379+5724,41:37.0,37:44.5,40.40416,57.62902, Possible PN
11548,034.8+01.3,UWISH2 PN 1,50:14.1,18:07.9,282.5587,2.3022, Likely PN
11549,035.8-00.2,UWISH2 PN 2,57:35.8,27:02.2,284.3992,2.4506, Possible PN
11550,035.7-01.2,UWISH2 PN 3,01:03.1,57:28.1,285.2629,1.9578, Likely PN
11584,046.7-13.7,Pa J2005.8+0535,05:49.3,35:05.0,301.45542,5.58472, Possible PN
12625,032.6+00.7,PM 1-258,48:01.2,04:48.6,282.00494,0.08016, Possible PN
12627,047.6-00.3,PM 1-296,19:55.8,57:38.2,289.98239,12.96062, Possible PN
12702,008.9+03.7,PN PM 1-183,51:44.9,-19:23:43.76,267.93719,-19.39549, Possible PN
14465,075.9+11.6,AMU 1,31:08.9,24:58.0,292.78708,43.41611, True PN
14466,247.9+04.9,Bojicic 1,21:03.7,-27:59:33.00,125.26521,-27.9925, Possible PN
14548,076.3-02.5,MaCCo 2,35:16.0,11:50.3,308.81675,36.19731, Possible PN
14557,352.4+04.0,WRAY 16-255,10:13.7,-32:58:50.84,257.55722,-32.98079, True PN
14820,168.4+01.6,CoMaC 2,21:57.0,31:02.5,80.48763,39.51736, True PN
14934,001.3+04.0,IRAS17301-2538,33:13.2,-25:40:22.04,263.30499,-25.67279, Possible PN
14967,011.4+01.0,IRAS 18038-1830 ,06:47.6,-18:29:37.86,271.69846,-18.49385, Possible PN
14973,009.9-00.5,IRAS 18066-2034 ,09:40.6,-20:34:21.36,272.41901,-20.5726, Possible PN
15150,272.8-02.3,PM 1-47,13:33.0,-52:02:41.68,138.38763,-52.04491, True PN
15156,353.2+05.9,PM 1-125,05:23.7,-31:13:19.06,256.3488,-31.22196, Possible PN
15159,354.5-01.3,PN PM 1-163,37:28.6,-34:19:32.02,264.36919,-34.32556, Possible PN
15160,004.0+00.9,PN PM 1-182,51:22.9,-25:01:53.11,267.84521,-25.03142, Possible PN
15163,002.2-01.7,PN PM 1-195,57:58.3,-27:53:20.22,269.49294,-27.88895, Possible PN
15164,008.8+01.6,PN PM 1-197,59:05.0,-20:27:24.84,269.77095,-20.4569, Possible PN
15172,036.4-03.6,PM 1-284,10:54.5,24:45.2,287.72724,1.41257, Possible PN
15366,012.1+01.1,[UHP2009] VLA G012.1175+01.1965,07:41.5,-17:51:28.51,271.923,-17.85792, True PN
15367,014.2+00.2,MSX6C G014.2361+00.2138,15:34.5,-16:28:28.24,273.89356,-16.47451, Likely PN
15368,016.0+00.8,MSX6C G016.0545+00.8279,16:55.0,-14:34:54.48,274.229,-14.5818, Possible PN
15369,018.0+00.8,IRAS 18179-1249,20:44.4,-12:47:52.80,275.18481,-12.798, True PN
15371,019.6+01.1,MSX6C G019.6095+01.1873,22:30.1,-11:16:43.68,275.62521,-11.2788, True PN
15373,023.8-00.7,GLMP 805,37:29.1,-08:22:46.92,279.37119,-8.3797, Possible PN
15374,037.9+00.4,IRAS 18564+0436,59:00.6,40:52.0,284.75241,4.6811, Likely PN
15375,043.0+00.1,GLMP 879,09:30.1,02:25.4,287.37561,9.0404, Likely PN
15376,043.2-00.6,IRAS 19104+0849,12:49.3,54:49.0,288.20541,8.9136, Possible PN
15387,307.4-02.2,IRAS 13304-6431,33:52.6,-64:46:26.22,203.46933,-64.77395, Possible PN
15388,320.9+00.0,IRAS 15093-5732,13:13.0,-57:43:26.62,228.30397,-57.72406, Possible PN
15390,333.8+03.4,GLMP 447,07:39.5,-47:16:26.36,241.91445,-47.27399, Possible PN
15391,330.5-01.4,IRAS 16097-5257,13:41.6,-53:04:51.20,243.42349,-53.08089, Possible PN
15551,064.9-09.1a,Pa 15,29:07.6,11:09.3,307.28179,23.18592, True PN
15552,033.6+06.6,Pa 17,29:10.2,39:49.9,277.29238,3.66386, Likely PN
15553,034.5+07.7,Pa 16,26:35.0,59:05.6,276.64571,4.98489, Likely PN
15554,039.7+06.0,Pa 18,42:01.2,46:25.2,280.505,8.77367, True PN
15555,048.8+08.4,Kn 66,49:54.9,57:15.0,282.47876,17.95417, True PN
15556,048.9+04.3a,Pa 19,05:08.6,15:20.6,286.286,16.25572, Likely PN
15557,050.1+03.1,Li 1,12:10.3,46:35.6,288.04304,16.77656, True PN
15558,056.9-11.7,Pa 26,19:46.2,14:07.2,304.94233,15.23533, True PN
15559,057.0+07.8,Pa 20,07:31.8,59:57.7,286.88258,24.99936, Likely PN
15560,058.3-08.2,Pa 23,10:21.5,11:50.1,302.58938,18.19725, True PN
15561,060.5+05.6,Pa 21,23:15.0,07:34.4,290.81265,27.12621, True PN
15562,060.8-07.9,Pa 25,15:01.8,25:21.3,303.75729,20.42258, True PN
15563,064.1-04.9,Pa 24,11:44.4,50:06.0,302.93491,24.835, True PN
15564,075.0-07.2,Pa 27,48:58.4,18:14.8,312.24321,32.30411, True PN
15565,075.3+05.5,Pa 22,58:13.1,54:40.8,299.5545,39.91133, True PN
15566,076.8-08.1,Pa 28,58:10.9,08:33.1,314.54558,33.14253, True PN
15567,078.4-07.2,Pa 29,59:43.5,54:23.0,314.93124,34.90639, True PN
15568,098.3-04.9,Pa 41,10:13.6,04:33.4,332.55683,50.07594, True PN
15570,165.5-27.6,Kn 67,32:15.0,39:43.0,53.0625,21.66194, True PN
15571,175.6+11.4,Kn 62,23:55.4,15:14.5,95.98092,38.25403, True PN
15572,200.5-13.1,Kn 63,42:06.7,43:02.7,85.52796,4.71742, True PN
15573,328.8+13.5,Pa 33,11:13.2,-42:10:23.4,227.80492,-42.17317, True PN
15574,026.8-08.5,Kn 65,10:51.5,-09:16:49.01,287.71439,-9.28028, Likely PN
15583,025.9+10.3,MCS 1,01:52.1,-01:26:19.32,270.46707,-1.4387, True PN
15648,195.4-04.0,IPHASX J060416.2+133250,04:16.3,32:50.4,91.06775,13.54732, Likely PN
15650,033.8+00.1,IPHASX J185225.8+005250,52:25.8,52:50.0,283.10757,0.88057, Possible PN
15651,040.3+03.4,IPHASX J185225.0+080843,52:25.0,08:43.8,283.10421,8.14549, True PN
15653,038.6-00.4,IPHASX J190340.4+045311,03:40.4,53:11.5,285.91833,4.88653, Possible PN
15654,043.0+01.7,IPHASX J190340.7+094639,03:40.8,46:39.2,285.91983,9.77756, True PN
15655,042.2+01.1,IPHASX J190417.9+084916,04:17.9,49:16.3,286.07463,8.82119, True PN
15656,037.7-01.3,IPHASX J190503.1+034225,05:03.2,42:25.6,286.26319,3.70711, True PN
15659,042.0-02.4,IPHASX J191651.6+065608,16:51.6,56:08.6,289.21508,6.93571, Likely PN
15660,072.5+04.9,IPHASX J195328.9+370957,53:28.9,09:57.6,298.37042,37.16599, Likely PN
15661,058.1-03.7,IPHASX J195343.7+202635,53:43.7,26:35.8,298.43221,20.44329, True PN
15662,065.8-00.8,IPHASX J200041.5+283023,00:41.6,30:23.3,300.17321,28.50647, True PN
15663,063.5-04.7,IPHASX J200937.3+242903,09:37.3,29:03.4,302.40558,24.48427, True PN
15664,075.3-01.9,IPHASX J202946.0+354926,29:46.1,49:26.4,307.44192,35.82401, True PN
15666,077.4-04.0,IPHASX J204414.1+360737,44:14.2,07:37.2,311.05913,36.12701, True PN
15667,090.5-01.7,IPHASX J212151.8+473301,21:51.9,33:01.6,320.46608,47.55045, True PN
15668,114.4+00.0,IPHASX J233841.2+614146,38:41.2,41:46.1,354.67171,61.69613, True PN
15802,030.6-16.4,Fe 4,46:30.8,-09:21:19.8,296.6285,-9.3555, True PN
15806,086.9-03.4,Ou 5,14:20.0,41:36.0,318.58346,43.69333, True PN
15807,086.8+01.2,Zoll 1,53:50.1,46:49.4,313.45875,46.78039, True PN
17057,072.0+13.9,LDu 7,11:22.6,55:38.6,287.844,40.92739, Possible PN
17063,209.5-04.0,,31:02.9,09:05.0,97.762,1.15139, Possible PN
17066,093.8-00.2,LDu 18,29:52.3,54:21.6,322.46798,50.90601, True PN
17328,066.5+15.1,Ra 1,54:45.9,30:12.4,283.69125,36.50344, True PN
17407,005.4+00.4,2MASS J17562851-2400273,56:28.6,-24:00:27.11,269.11896,-24.00753, Possible PN
17408,003.3-00.8,1312-111ED,56:41.6,-26:31:09.52,269.17321,-26.51931, Likely PN
17410,005.9-00.1,GPSR5 5.972-0.132,59:42.4,-23:51:43.70,269.92679,-23.86214, Possible PN
17423,032.3+00.1,1541-4EAC,49:45.2,-00:29:08.02,282.43825,-0.48556, Possible PN
17425,043.5+00.0,1631-598D,10:56.6,28:36.6,287.73579,9.47683, Possible PN
17426,045.2-00.6,1648-2717,16:30.5,40:56.3,289.12708,10.68231, Possible PN
17440,038.4+03.6,IPHASX J184834.6+063302,48:34.7,33:02.7,282.14442,6.55075, True PN
17475,306.5-31.1,Fr 1-4,21:50.6,-84:54:38.20,335.46063,-84.91061, Possible PN
17483,004.7-14.7,Fr 2-26,56:22.8,-31:30:47.99,284.095,-31.51333, Possible PN
17484,047.1-02.6,Fr 2-28,27:08.3,22:51.0,291.78464,11.38083, Possible PN
17485,006.9-30.2,Fr 2-29,09:37.7,-34:31:31.40,302.40707,-34.52539, Possible PN
17490,246.8-20.2,Fr 2-34,31:00.0,-38:33:45.00,97.75,-38.5625, Possible PN
17492,285.6-23.0,Fr 2-36,34:55.0,-73:48:40.00,113.72916,-73.81111, Possible PN
17498,030.5-18.4,Fr 2-42,53:36.0,-10:19:28.99,298.39999,-10.32472, Possible PN
17502,011.7-41.3,Fr 2-46,05:47.6,-32:49:51.78,316.44843,-32.83105, Possible PN
17506,026.0+46.6,WPS 4,50:54.7,59:33.0,237.72792,14.9925, Possible PN
17509,091.0+20.0,WPS 28,18:23.7,59:52.0,289.59875,59.99778, Possible PN
17510,143.5+38.7,WPS 46,27:51.1,14:21.0,141.96292,69.23917, Possible PN
17511,162.1+47.9,WPS 54,51:25.9,09:30.7,147.85788,53.15853, Possible PN
17512,243.0+36.5,WPS 75,54:22.9,-05:02:08.99,148.59541,-5.03583, Possible PN
17541,136.6+61.9,PN G136.7+61.9,07:28.4,01:29.2,181.86846,54.02478, True PN
17542,022.9+22.7,Alves 5,12:41.7,55:33.1,258.17363,1.92586, Likely PN
17543,057.9-09.8,Alves 6,15:10.0,03:01.0,303.79175,17.05028, Possible PN
17566,176.7-33.8,Alves 3,43:14.3,29:38.8,55.80958,10.49411, Likely PN
17568,315.3-02.1,PFB J1441-6219,41:53.0,-62:19:04.01,220.47083,-62.31778, Possible PN
17569,316.6+01.0,qparker-8,40:19.0,-58:51:29.99,220.07917,-58.85833, Possible PN
17570,315.7+01.8,,31:55.0,-58:32:46.00,217.97917,-58.54611, Possible PN
17571,313.8-01.0,qparker-6,26:24.0,-61:56:07.01,216.6,-61.93528, Possible PN
17572,314.5+01.5,qparker-7,24:00.0,-59:10:23.99,216,-59.17333, Possible PN
17598,230.8+04.7,FP J0742-1338,42:17.0,-13:38:24.00,115.57083,-13.64, Possible PN
17626,014.8+06.1,FP J1755-1301,55:16.0,-13:01:44.00,268.81667,-13.02889, Possible PN
17954,010.0+03.1,PNG 010.0+03.1,56:17.3,-18:42:36.00,269.07208,-18.71, True PN
17979,337.9+43.5,Fr 1-5,32:20.7,-12:22:48.11,218.08629,-12.38003, Possible PN
17983,105.9-20.0,Fr 1-6,27:15.9,01:23.4,351.81633,40.02317, Possible PN
18013,053.9-33.2,Fr 2-21,26:21.2,58:34.4,321.58825,0.97622, Possible PN
18034,315.7+42.0,EC 13290-1933,31:46.3,-19:48:25.70,202.94288,-19.80714, Possible PN
22848,131.0+03.7,Fe 8,10:10.5,25:14.3,32.54354,65.42064, True PN
22849,195.7-15.0,Ga 1,25:56.6,48:21.7,81.48596,7.80603, True PN
22850,056.1-03.8,RaMul 2,49:53.7,40:15.1,297.47375,18.67086, True PN
22855,086.2-01.2,Ra 5,02:38.7,46:44.7,315.66129,44.77908, True PN
22858,029.9+05.8,Pa 34,25:15.3,02:04.7,276.31363,0.03464, True PN
23056,050.7+01.1,Pre 6,20:30.1,23:33.5,290.12525,16.39264, Likely PN
23113,240.1-01.0,Pa 60,40:10.5,-24:29:52.0,115.04375,-24.49778, Possible PN
23116,327.6+01.9,Pa 70,44:39.2,-52:26:45.8,236.1635,-52.44606, Likely PN
23117,330.0+02.1,Pa 71,55:45.5,-50:45:41.5,238.93975,-50.76153, Likely PN
23119,330.4+01.3,Pa 72,01:10.2,-51:05:23.7,240.29229,-51.08992, True PN
23123,007.4+03.1,Pa 80,50:42.4,-20:59:34.2,267.67679,-20.99283, True PN
23129,002.4-06.4,Pa J1817.1-2959,17:09.3,-29:59:04.0,274.28892,-29.98444, Possible PN
23134,016.7-02.9,Pa 107,32:05.6,-15:43:19.5,278.02333,-15.72208, Possible PN
23136,009.5-07.0,Pa 109,33:51.5,-24:02:50.2,278.46438,-24.04728, Possible PN
23137,020.1-02.8,Pa 110,38:00.7,-12:41:05.7,279.50283,-12.68492, Possible PN
23138,020.4-02.9,Pa 111,39:13.4,-12:25:39.7,279.80583,-12.42769, Possible PN
23140,020.3-06.9,Pa 120,53:43.4,-14:19:58.1,283.43104,-14.33281, Possible PN
23141,025.1-04.6,Pa 121,54:04.6,-09:01:47.8,283.51904,-9.02994, Possible PN
23272,262.4-01.9,DeGaPe 1,35:40.7,-43:48:30.60,128.91954,-43.8085, True PN
23274,344.4+02.1,DGPK 1,53:31.3,-40:28:43.7,253.38054,-40.47881, True PN
23281,048.9+02.5,LDuPa 1,11:56.2,25:25.2,287.98428,15.42367, True PN
23293,189.0-00.3,Ra 30,04:32.0,57:01.0,91.13333,20.95028, True PN
23312,102.0+00.1,Ra 50,10:45.7,23:13.4,332.69025,56.38706, True PN
23313,191.2+00.9,LDu 31,13:51.1,37:07.8,93.46275,19.61883, True PN
23316,192.0+00.7,Ra 54,14:40.0,49:15.0,93.66666,18.82083, Likely PN
23317,173.1-00.1,RaBel 1,27:41.7,41:33.9,81.92375,34.69275, Possible PN
23323,345.4+04.0,Kn 100,49:01.6,-38:27:43,252.25667,-38.46194, True PN
23324,345.5-08.1,Kn 101,43:18.0,-45:28:41,265.825,-45.47806, True PN
23325,345.8-01.7,Kn 102,14:25.0,-41:44:34,258.60417,-41.74278, Likely PN
23326,346.2-05.5,Kn 103,32:33.4,-43:29:41,263.13917,-43.49472, True PN
23327,346.6-00.7,Kn 104,12:34.4,-40:30:59,258.14333,-40.51639, Possible PN
23328,347.6-14.5,Kn 105,21:20.3,-46:33:42,275.33458,-46.56167, Possible PN
23329,347.8-03.9,Kn 106,30:15.9,-41:21:37,262.56625,-41.36028, Possible PN
23330,347.8-03.9a,Kn 107,30:02.9,-41:18:51,262.51208,-41.31417, Possible PN
23332,348.5-04.0,Kn 109,32:40.3,-40:44:58,263.16792,-40.74944, True PN
23333,350.8-07.4,Kn 110,54:17.3,-40:37:01.8,268.57225,-40.61717, True PN
23334,000.6+04.9,Kn 111,28:22.8,-25:47:28,262.095,-25.79111, True PN
23335,000.8+03.4,Kn 112,34:34.8,-26:24:46,263.645,-26.41278, Possible PN
23336,002.1+03.7,Kn 113,36:23.3,-25:05:28.7,264.09692,-25.09131, True PN
23337,003.3+01.3,Kn 114,48:19.5,-25:24:29,267.08125,-25.40806, Possible PN
23338,003.3+01.4,Kn 115,48:05.1,-25:17:35,267.02125,-25.29306, Likely PN
23339,003.6+01.0,Kn 116,49:53.8,-25:14:58,267.47417,-25.24944, Possible PN
23340,003.7+01.1,Kn 117,49:45.4,-25:09:39,267.43917,-25.16083, Possible PN
23341,003.8+00.5,Kn 118,52:24.8,-25:22:40,268.10333,-25.37778, Possible PN
23342,004.2+00.8,Kn 119,52:14.6,-24:48:27,268.06083,-24.8075, Possible PN
23343,007.1+06.3,Kn 120,38:28.5,-19:32:47,264.61875,-19.54639, True PN
23344,058.8-16.9,Kn 121,42:01.9,13:51:15,310.50792,13.85417, True PN
23346,355.2+06.8,Kn 123,07:26.3,-29:04:02,256.85958,-29.06722, Possible PN
23347,356.6+05.9,Kn 124,14:22.4,-28:27:27,258.59333,-28.4575, Possible PN
23348,356.7+05.4,Kn 125,16:36.9,-28:38:23,259.15375,-28.63972, Possible PN
23349,359.0+03.9,Kn 126,28:06.0,-27:39:17,262.025,-27.65472, Possible PN
23350,359.0+02.8a,Kn 127,32:18.5,-28:15:43,263.07708,-28.26194, Possible PN
23351,191.0+18.3,Kn 68,22:03.1,13:33.5,110.51313,27.22597, True PN
23352,272.9-21.7,Kn 69,09:41.5,-62:14:24,107.42292,-62.24, True PN
23353,285.4-12.2,Kn 70,27:07.8,-67:51:25.0,141.78246,-67.85694, Possible PN
23354,286.0-19.9,Kn 71,16:42.5,-72:59:36.2,124.17696,-72.99339, True PN
23355,320.7-11.4,Kn 72,13:12.8,-67:04:59,243.30333,-67.08306, Possible PN
23356,324.3-11.9,Kn 73,39:31.6,-64:48:10,249.88167,-64.80278, True PN
23357,353.2-10.4,Kn 74,14:10.9,-39:55:23,273.54542,-39.92306, Likely PN
23359,007.5-18.5,Kn 76,17:14.4,-30:28:12,289.31,-30.47, True PN
23361,011.9-07.4,Kn 78,39:54.0,-22:03:09,279.975,-22.0525, Possible PN
23363,015.3-11.0,Kn 80,59:52.2,-20:34:48,284.9675,-20.58, True PN
23365,334.6+01.3,Kn 82,20:16.2,-48:15:22,245.0675,-48.25611, True PN
23366,335.6+01.7,Kn 83,22:17.6,-47:13:45,245.57333,-47.22917, Possible PN
23367,335.7+01.7,Kn 84,22:44.2,-47:12:10,245.68421,-47.20278, True PN
23368,336.4+00.8,Kn 85,29:37.7,-47:16:17,247.40708,-47.27139, True PN
23369,338.4+03.6,Kn 86,25:55.8,-43:57:55,246.4825,-43.96528, Likely PN
23370,338.5-02.1,Kn 87,51:10.4,-47:46:42,252.79333,-47.77833, True PN
23371,339.4+01.0,Kn 88,40:21.2,-45:01:12,250.08833,-45.02, True PN
23372,341.0-02.6,Kn 89,02:39.5,-46:08:01,255.66458,-46.13361, True PN
23373,341.2-01.2,Kn 90,56:51.1,-45:07:05,254.21292,-45.11806, Likely PN
23374,341.6-03.8,Kn 91,10:09.7,-46:16:57,257.54042,-46.2825, Possible PN
23375,341.7-01.3,Kn 92,59:03.2,-44:42:48,254.76333,-44.71333, True PN
23376,341.8-05.6,Kn 93,19:25.9,-47:15:48,259.85792,-47.26333, True PN
23377,342.2-02.0,Kn 94,03:56.9,-44:50:12,255.98708,-44.83667, True PN
23379,342.9+05.6,Kn 96,34:30.3,-39:19:01,248.62625,-39.31694, True PN
23380,343.1-01.7,Kn 97,05:55.6,-43:53:30,256.48167,-43.89167, Possible PN
23381,343.7-01.4,Kn 98,06:19.6,-43:15:33,256.58167,-43.25917, Likely PN
23382,344.5-12.5,Kn 99,03:01.9,-48:29:40,270.75792,-48.49444, Likely PN
23383,357.4+22.8,KnPa 2,18:37.1,-17:24:15,244.65458,-17.40417, True PN
23385,021.0+01.9,Pa 101,22:39.0,-09:40:20.5,275.66242,-9.67236, Likely PN
23386,025.2+04.0,Pa 102,23:02.2,-04:58:25,275.75917,-4.97361, Possible PN
23387,008.9-05.3,Pa 103,26:06.2,-23:46:40,276.52583,-23.77778, Likely PN
23388,009.0-05.9,Pa 104,28:41.6,-23:56:35,277.17333,-23.94306, Possible PN
23389,025.2+01.9,Pa 105,30:32.5,-05:55:12,277.63542,-5.92, Possible PN
23390,026.0+01.9,Pa 106,31:44.7,-05:12:33,277.93625,-5.20917, Likely PN
23391,029.0+00.9,Pa 112,40:49.4,-02:59:51,280.20583,-2.9975, Likely PN
23392,034.2+03.3,Pa 113,42:02.3,41:07.0,280.50958,2.68528, Possible PN
23394,031.6+01.2,Pa 115,44:39.3,-00:36:22,281.16375,-0.60611, Possible PN
23395,033.2+01.3,Pa 117,47:12.1,0:53:49,281.80042,0.89694, Likely PN
23396,036.6+02.1,Pa 118,50:39.6,16:42.0,282.665,4.27833, Possible PN
23397,035.9-02.1,Pa 122,04:24.6,42:24.6,286.10258,1.70683, Likely PN
23398,049.5+03.9,Pa 123,07:50.0,16:32:21,286.95833,16.53917, Possible PN
23399,037.1-02.6,Pa 124,08:23.7,33:02.4,287.09871,2.55067, True PN
23400,045.6+01.6,Pa 125,08:52.4,02:41.3,287.21817,12.04481, True PN
23401,039.1-02.1,Pa 126,10:22.7,4:35:13,287.59458,4.58694, Possible PN
23402,045.3+00.9,Pa 127,10:51.0,11:29:50,287.7125,11.49722, Likely PN
23403,045.6+01.0,Pa 128,11:12.0,11:47:26,287.8,11.79056, Likely PN
23404,040.4-02.0,Pa 129,12:42.9,5:45:46,288.17875,5.76278, Possible PN
23405,041.6-03.3,Pa 130,19:38.1,6:13:06,289.90875,6.21833, Possible PN
23406,046.6-01.4,Pa 131,22:06.0,11:32:41,290.525,11.54472, Possible PN
23407,047.6-01.2,Pa 132,23:11.5,28:38.5,290.79804,12.47736, True PN
23409,061.8+03.0,Pa 134,36:15.3,26:57:34,294.06375,26.95944, Likely PN
23410,065.4+03.3,Pa 135,43:12.5,30:18:32,295.80208,30.30889, Possible PN
23412,067.5+02.8,Pa 137,49:54.1,53:58.6,297.47529,31.89961, True PN
23413,063.7+00.4,Pa 138,50:32.9,27:21:10,297.63708,27.35278, Possible PN
23414,064.7-00.5,Pa 139,56:35.1,27:41:52,299.14625,27.69778, Likely PN
23415,066.7+00.7,Pa 140,56:38.5,30:04:14,299.16042,30.07056, Possible PN
23416,067.4+00.8,Pa 141,57:45.4,30:45:56,299.43917,30.76556, Possible PN
23417,068.4+00.1,Pa 142,02:52.3,31:11:23,300.71792,31.18972, Possible PN
23418,072.5+02.3,Pa 143,04:14.9,35:51:52,301.06208,35.86444, Possible PN
23419,050.2-11.9,Pa 144,06:31.8,26:20.8,301.63254,9.43911, True PN
23420,064.6-04.7,Pa 145,12:15.8,22:13.8,303.06571,25.3705, True PN
23421,058.5-13.3,Pa 146,29:09.4,37:00.6,307.28921,15.61683, Possible PN
23423,085.7+03.1a,Pa 148,41:28.3,47:06:33,310.36792,47.10917, True PN
23424,089.6+04.0,Pa 149,51:46.9,50:46:40,312.94542,50.77778, True PN
23425,088.5+01.9,Pa 150,57:10.1,48:34:29,314.29208,48.57472, True PN
23426,089.7-02.0,Pa 151,19:40.1,46:46:34,319.91708,46.77611, Possible PN
23427,108.2+08.2,Pa 152,14:58.0,66:32:59,333.74167,66.54972, Likely PN
23428,155.9+07.7,Pa 153,09:07.6,10:28.2,77.28175,53.1745, Likely PN
23429,123.6+09.9,Pa 154,01:24.9,45:52.5,15.35392,72.76458, Possible PN
23430,216.2-19.9,Pa 155,45:23.9,-11:45:49.0,86.34963,-11.76361, Likely PN
23431,235.9+23.2,Pa 156,56:52.8,-08:03:54.2,134.21996,-8.06506, Possible PN
23432,035.7+19.2,Pa 157,47:08.5,00:20.9,266.78546,11.00581, True PN
23434,030.0-08.0,Pa 159,15:06.7,-06:10:41.5,288.77775,-6.17819, Possible PN
23435,059.8+05.1,Pa 160,23:46.7,26:13:36,290.94458,26.22667, Likely PN
23436,026.1-17.6,Pa 161,43:28.6,-13:44:59.4,295.86908,-13.74983, True PN
23437,313.7-37.1,Pa 162,12:15.2,-76:26:03,333.06333,-76.43417, Possible PN
23438,125.6+06.0,Pa 31,21:42.7,+68:47:13.1,20.42796,68.78697, True PN
23439,137.6+05.0,Pa 32,11:05.3,63:50:15,47.77208,63.8375, Possible PN
23440,032.6-01.7,Pa 35,56:55.3,-01:03:50.8,284.23046,-1.06411, True PN
23441,033.3-05.0,Pa 36,10:09.1,-01:52:29,287.53792,-1.87472, True PN
23442,033.9-07.3,Pa 37,19:29.4,-02:30:01,289.8725,-2.50028, Likely PN
23443,046.0-05.9,Pa 38,36:55.6,8:54:07,294.23167,8.90194, Possible PN
23444,089.1+08.7,Pa 39,25:34.5,53:12:44,306.39375,53.21222, Likely PN
23445,071.3-05.8,Pa 40,33:37.1,16:21.1,308.40458,30.27253, Possible PN
23446,312.7+09.5,Pa 42,54:49.6,-52:04:48,208.70667,-52.08, True PN
23447,356.5+19.1,Pa 43,28:24.6,-20:23:08.3,247.10258,-20.38564, True PN
23448,015.4+05.6,Pa 44,58:16.0,-12:47:56.7,269.56679,-12.79908, Likely PN
23449,010.6+02.1,Pa 45,01:03.7,-18:42:19,270.26542,-18.70528, Likely PN
23450,358.7-08.8,Pa 46,19:11.3,-34:20:18,274.79708,-34.33833, Possible PN
23451,022.9+03.5,Pa 47,20:22.3,-07:12:16,275.09292,-7.20444, Likely PN
23452,354.6-11.4,Pa 48,21:29.8,-39:08:17.7,275.37429,-39.13825, Likely PN
23453,024.4+03.2,Pa 49,24:19.7,-05:59:50,276.08208,-5.99722, Possible PN
